id,uf,municipio,codigo_ibge,regiao,canal,subcanal,tier,qtd_pontos_estimados,fluxo_diario_estimado,ticket_medio_estimado,faturamento_mensal_estimado,prioridade_expansao,fonte_dado,ano_base,metodologia_aplicada,nivel_confianca
666,MG,Uberlândia,3170206,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
667,PR,Cascavel,4104808,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
668,PR,Foz do Iguaçu,4108304,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
669,PR,Interior de PR,,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
670,PR,Maringá,4115200,Sul,universidade,IES presencial,convencional,2,3534,7.5,23850.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
671,PR,Maringá,4115200,Sul,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
672,PR,Ponta Grossa,4119905,Sul,universidade,IES presencial,convencional,3,3534,7.5,35775.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
673,PR,Ponta Grossa,4119905,Sul,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
674,PR,São José dos Pinhais,4125506,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
675,RJ,Belford Roxo,3300456,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
676,RJ,Belford Roxo,3300456,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
677,RJ,Campos dos Goytacazes,3301009,Sudeste,universidade,IES presencial,convencional,2,3534,7.5,23850.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
678,RJ,Campos dos Goytacazes,3301009,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
679,RJ,Duque de Caxias,3301702,Sudeste,universidade,IES presencial,convencional,2,3534,7.5,23850.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
680,RJ,Duque de Caxias,3301702,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
681,RJ,Macaé,3302403,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
682,RJ,Magé,3302502,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
683,RJ,Magé,3302502,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
684,RJ,Niterói,3303302,Sudeste,universidade,IES presencial,convencional,2,3534,7.5,23850.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
685,RJ,Niterói,3303302,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
686,RJ,Nova Iguaçu,3303500,Sudeste,universidade,IES presencial,convencional,2,3534,7.5,23850.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
687,RJ,Nova Iguaçu,3303500,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
688,RJ,Petrópolis,3303906,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
689,RJ,Petrópolis,3303906,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
690,RJ,Rio de Janeiro,3304557,Sudeste,universidade,IES presencial,convencional,4,3534,7.5,47700.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
691,RJ,Rio de Janeiro,3304557,Sudeste,universidade,IES presencial,premium,2,2200,12.0,23760.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
692,RJ,São Gonçalo,3304904,Sudeste,universidade,IES presencial,convencional,3,3534,7.5,35775.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
693,RJ,São Gonçalo,3304904,Sudeste,universidade,IES presencial,premium,2,2200,12.0,23760.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
694,RJ,São João de Meriti,3305109,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
695,RJ,São João de Meriti,3305109,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
696,RJ,Volta Redonda,3306305,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
697,RJ,Volta Redonda,3306305,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
698,RS,Canoas,4304606,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
699,RS,Canoas,4304606,Sul,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
700,RS,Caxias do Sul,4305108,Sul,universidade,IES presencial,convencional,4,3534,7.5,47700.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
701,RS,Caxias do Sul,4305108,Sul,universidade,IES presencial,premium,2,2200,12.0,23760.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
702,RS,Gravataí,4309209,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
703,RS,Gravataí,4309209,Sul,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
704,RS,Interior de RS,,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
705,RS,Novo Hamburgo,4313409,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
706,RS,Novo Hamburgo,4313409,Sul,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
707,RS,Pelotas,4314407,Sul,universidade,IES presencial,convencional,2,3534,7.5,23850.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
708,RS,Pelotas,4314407,Sul,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
709,RS,Porto Alegre,4314902,Sul,universidade,IES presencial,convencional,5,3534,7.5,59625.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
710,RS,Santa Maria,4316907,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
711,RS,Santa Maria,4316907,Sul,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
712,RS,São Leopoldo,4318705,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
713,RS,Viamão,4323002,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
714,RS,Viamão,4323002,Sul,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
715,SC,Balneário Camboriú,4202008,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
716,SC,Balneário Camboriú,4202008,Sul,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
717,SC,Blumenau,4202404,Sul,universidade,IES presencial,convencional,4,3534,7.5,47700.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
718,SC,Blumenau,4202404,Sul,universidade,IES presencial,premium,2,2200,12.0,23760.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
719,SC,Brusque,4202909,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
720,SC,Caçador,4203006,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
721,SC,Chapecó,4204202,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
722,SC,Chapecó,4204202,Sul,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
723,SC,Criciúma,4204608,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
724,SC,Criciúma,4204608,Sul,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
725,SC,Florianópolis,4205407,Sul,universidade,IES presencial,convencional,5,3534,7.5,59625.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
726,SC,Interior de SC,,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
727,SC,Itajaí,4208203,Sul,universidade,IES presencial,convencional,3,3534,7.5,35775.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
728,SC,Itajaí,4208203,Sul,universidade,IES presencial,premium,2,2200,12.0,23760.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
729,SC,Jaraguá do Sul,4208906,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
730,SC,Jaraguá do Sul,4208906,Sul,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
731,SC,Lages,4209300,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
732,SC,Palhoça,4211900,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
733,SC,Palhoça,4211900,Sul,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
734,SC,São Bento do Sul,4215802,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
735,SC,São José,4216602,Sul,universidade,IES presencial,convencional,4,3534,7.5,47700.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
736,SC,São José,4216602,Sul,universidade,IES presencial,premium,2,2200,12.0,23760.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
737,SC,Tubarão,4218707,Sul,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
738,SP,Campinas,3509502,Sudeste,universidade,IES presencial,convencional,2,3534,7.5,23850.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
739,SP,Campinas,3509502,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
740,SP,Guarulhos,3518800,Sudeste,universidade,IES presencial,convencional,2,3534,7.5,23850.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
741,SP,Guarulhos,3518800,Sudeste,universidade,IES presencial,premium,1,2200,12.0,11880.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
742,SP,Interior de SP,,Sudeste,universidade,IES presencial,convencional,1,3534,7.5,11925.0,1,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
